Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
The hotel was nice...i really enjoyed the room i was very comfortable it wa as quiet a n d relaxing      ,17/09/2018,San jose,hotel nicei realli enjoy room comfort wa quiet n relax,0.8225,Positive
"The front desk attendants are very helpful and friendly.  The hotel rooms are big and spacious, there are a lot of storage so it is good for long term stay. It just needs to be renovated and the carpet needs to be replaced.  Over-all it is a decent hotel.      ",17/09/2018,San Diego,front desk attend help friendli hotel room big spaciou lot storag good long term stay need renov carpet need replac overal decent hotel,0.6808,Positive
"Hotel condition was ok in general, but some facility need update. I like the site location which is quiet .      ",17/09/2018,"Toronto, Canada",hotel condit ok gener facil need updat like site locat quiet,0.5719,Positive
Great Room with a nice view. Breakfast could be improved.      ,17/09/2018,,great room nice view breakfast could improv,0.7845,Positive
Super comfortable bed. Especially after a long day at the park.      ,17/09/2018,,super comfort bed especi long day park,0.7506,Positive
This hotel is great! Nice rooms with beautiful decor. Free parking is rare in the Disneyland area so I really appreciated that.      ,17/09/2018,San Diego,hotel great nice room beauti decor free park rare disneyland area realli appreci,0.8807,Positive
"Friendly staff, great rooms easy walk to Disney. Close to Walgreens and restaurants.      ",17/09/2018,,friendli staff great room easi walk disney close walgreen restaur,0.6249,Positive
"We only stayed 1 night, but the air conditioner was not working correctly. The room was not very cool and extremely humid. Felt like we were staying in a musty basement. We could tell there were some nice upgrades to the room, (floor tiles, beautiful sink, and mirror, etc). But there were other areas that needed improving. (Bathtub had yellow stains, cabinets/shelves had heavy chipping, the hallway smelled like fresh paint, we could hear conversations and music through the walls very clearly) Also, I was not able to open the sliding glass door to the deck without the help of my husband. (The rollers were broken). So, overall it was an okay stay. I would find a different hotel to stay in the future though.      ",17/09/2018,"Olympia, Wa",stay 1 night air condition work correctli room cool extrem humid felt like stay musti basement could tell nice upgrad room floor tile beauti sink mirror etc area need improv bathtub yellow stain cabinetsshelv heavi chip hallway smell like fresh paint could hear convers music wall clearli also abl open slide glass door deck without help husband roller broken overal okay stay would find differ hotel stay futur though,0.7871,Positive
"Ac didnt work in first room, so they moved me. 2nd room ac worked for about 4 hrs then became hot again. I left. Never again      ",17/09/2018,,ac didnt work first room move 2nd room ac work 4 hr becam hot left never,0.0,Neutral
"This facility is old, rundown and desperately needs a total remodel. The walls are paper thin, so sleep is impossible.  Some staff nice, some not so much. We will not use this hotel ever again.      ",16/09/2018,,facil old rundown desper need total remodel wall paper thin sleep imposs staff nice much use hotel ever,0.4215,Positive
Great location       ,16/09/2018,,great locat,0.6249,Positive
This place was awesome. It was very nice. We checked in really early not expecting anything but they actually had a room open and let us check in. Stacey one of the people at the front desk was amazing and told us about great places to check out. Also really close to Disney parking so your able to walk and catch the bus to Disney.      ,16/09/2018,"Orlando, Fl",place awesom nice check realli earli expect anyth actual room open let us check stacey one peopl front desk amaz told us great place check also realli close disney park abl walk catch bu disney,0.7845,Positive
Me and hubby enjoyed a nice and rare night out and enjoyed how close it was to walk to all the coolest things to do! We had a great time at hotel      ,16/09/2018,,hubbi enjoy nice rare night enjoy close walk coolest thing great time hotel,0.9231,Positive
Clean and comfortable. Great customer service from staff      ,16/09/2018,,clean comfort great custom servic staff,0.8519,Positive
The room was so spacious! Bed was very comfortable.      ,16/09/2018,,room spaciou bed comfort,0.3612,Positive
They never left me any new towels or extra coffee after cleaning my room after the first night. They also didn’t clean up the coffee area. I found that odd      ,16/09/2018,,never left new towel extra coffe clean room first night also ’ clean coffe area found odd,0.4767,Positive
"nice family style hotel with excellent selection of pools and pool side restaurant. My room was spacious with its own terrace and the air conditioning worked well. The housekeeping was ok, but the water and coffee amenities were not replaced every day.       ",16/09/2018,DC,nice famili style hotel excel select pool pool side restaur room spaciou terrac air condit work well housekeep ok water coffe amen replac everi day,0.8442,Positive
I will.never stay here again . The room smelled disgusting like dirty sweaty pits and body bo and i pointed out to staff they didnt offer me anything but made a note of it. Got some spray but realized its the bedding and bed . Didnt bring my stuff to room and slept with my clothes on and no blankets. The snack bar 12 dollars for 1 candy bar 2 bags of small cheezits a bag a snack size bag of chips and a coke .      ,15/09/2018,,willnev stay room smell disgust like dirti sweati pit bodi bo point staff didnt offer anyth made note got spray realiz bed bed didnt bring stuff room slept cloth blanket snack bar 12 dollar 1 candi bar 2 bag small cheezit bag snack size bag chip coke,-0.34,Negative
"My wife does not like elevators. So so we asked for the impossible, a room on the lower floor, with a view. The reception staff were very nice and explained that the lowest floors were given over to students and the hotel proper really stated on floor 20.  In the end, the large elevators were fine and although we were on floor 22. We did have a room with a view over the Hudson. The Hotel is historic 1930, perhaps not as huge as it was in the 1930's when it had over 2000 rooms but it retains many of the decorative features and style. It's been refurbished a few times. It does show signs of its age, but that is the character. Brown paint, deco carpets, a little shabby but that is nicer than some corporate slick hotel. (Yes noisy plumbing, the shower pressure is excellent but it does have a downside if someone next door showers late at night). The rooms are modest, some quite small I gather. Comfort was good, a nice bed, good linen, sheets changed every day. Housekeeping excellent. Noisy air con but it worked. Great shower/bath.  So a recommended hotel. With excellent service.          ",15/09/2018,Uk Midlands.,wife like elev ask imposs room lower floor view recept staff nice explain lowest floor given student hotel proper realli state floor 20 end larg elev fine although floor 22 room view hudson hotel histor 1930 perhap huge 1930 2000 room retain mani decor featur style refurbish time show sign age charact brown paint deco carpet littl shabbi nicer corpor slick hotel ye noisi plumb shower pressur excel downsid someon next door shower late night room modest quit small gather comfort good nice bed good linen sheet chang everi day housekeep excel noisi air con work great showerbath recommend hotel excel servic,0.9851,Positive
"Friendly staff, clean hotel. Excellent location       ",15/09/2018,,friendli staff clean hotel excel locat,0.6908,Positive
"Location is great and conveinet. Unfortunately the resort fee and taxes added at the end, huge turnoff and very dishonest. Never again for me or my company.      ",15/09/2018,San Diego,locat great conveinet unfortun resort fee tax ad end huge turnoff dishonest never compani,0.4019,Positive
As advertised - clean and friendly staff. View of the pool/ parking lot      ,15/09/2018,Vancouver,advertis clean friendli staff view pool park lot,0.4019,Positive
"Beautiful lobby and courtyard. Very polite and helpful staff. Check-in was quick and easy, as was check-out. Convenient location, and easy access to airport.      ",14/09/2018,"St. Petersburg, FL",beauti lobbi courtyard polit help staff checkin quick easi checkout conveni locat easi access airport,0.4019,Positive
Very old hotel that is not kept up. The building is very run down. Rooms are dark and have low ceilings.      ,14/09/2018,Los Angeles,old hotel kept build run room dark low ceil,-0.2732,Negative
This place had the loudest and worse air conditioners I have ever heard.      ,14/09/2018,,place loudest wors air condition ever heard,0.0,Neutral
Nice hotel. Close to SAP center for games and concerts.      ,14/09/2018,,nice hotel close sap center game concert,0.4215,Positive
"Convenient and quiet , close to all downtown amenities . Hotel is small with a beautiful views from the roof top bar. The rooms are big for NY standard room and the wall to ceiling windows are giving the room nice natural light . Clean and well maintained and quiet for a good night of sleep.        ",14/09/2018,,conveni quiet close downtown amen hotel small beauti view roof top bar room big ny standard room wall ceil window give room nice natur light clean well maintain quiet good night sleep,0.8834,Positive
"nice hotel situated in the Bowery, good location, easy to get to midtown etc via the subway, very impressed       ",14/09/2018,,nice hotel situat boweri good locat easi get midtown etc via subway impress,0.8225,Positive
Rooms were very small and smell old Over priced for what you get      ,14/09/2018,,room small smell old price get,0.0,Neutral
Bathroom needs updated. 24 hour snack and drink shop with better selection      ,14/09/2018,,bathroom need updat 24 hour snack drink shop better select,0.4404,Positive
"Hotel is in a great location, however the rooms and the hotel feels a bit outdated and needs a refurbishment       ",14/09/2018,,hotel great locat howev room hotel feel bit outdat need refurbish,0.6249,Positive
"This is an old hotel. Lovely grounds, but the hotel and the rooms need updating. Staff is exceptional. Very professional and courteous      ",14/09/2018,Temecula,old hotel love ground hotel room need updat staff except profession courteou,0.6369,Positive
big and clean room      ,14/09/2018,,big clean room,0.4019,Positive
This room smelled horrible. It literally smelled like they hadnt opened a window and the last persons smell was still in there. The bathroom also smelled like poor pipes. It was bad but i was to exhausted to even deal with a room change.      ,14/09/2018,,room smell horribl liter smell like hadnt open window last person smell still bathroom also smell like poor pipe bad exhaust even deal room chang,-0.5859,Negative
"If arriving via JFK consider taking the Skytrain and then line E of the subway to 34th St / Penn station - its as fast as a taxi and a sixth of the price. Rooms are ok size and clean - NYC is noisey so try and get a high up room at the front. In both the rooms we tried the A/C was very loud. Plenty of places nearby for breakfast, but the hotel’s looked fine. Well placed for exploring Manhattan on foot. Friendly staff, clean rooms - absolutely ok      ",14/09/2018,,arriv via jfk consid take skytrain line e subway 34th st penn station fast taxi sixth price room ok size clean nyc noisey tri get high room front room tri ac loud plenti place nearbi breakfast hotel ’ look fine well place explor manhattan foot friendli staff clean room absolut ok,0.8934,Positive
"In addition to the friendly staff, the recent remodel, and proximity to Disneyland Resort makes the Wyndam Garden my preferred place to stay in Anaheim!      ",14/09/2018,,addit friendli staff recent remodel proxim disneyland resort make wyndam garden prefer place stay anaheim,0.0,Neutral
"Excellent location - a 20 min walk to Dineyland. All the staff from reception to coffee shop to maids could not have been nicer. Although the hotel restaurant will be closed for a while whilst being refurbished - you can use the hotel indigo next door for breakfast and get 15% off - - staff also could not have been nicer. Also a 5 minutes walk to Garden Walk shops and restaurants such as Cheesecake Factory , Bubba Gump, California Pizza Kitchen. Would highly recommend staying here.      ",14/09/2018,Uk,excel locat 20 min walk dineyland staff recept coffe shop maid could nicer although hotel restaur close whilst refurbish use hotel indigo next door breakfast get 15 staff also could nicer also 5 minut walk garden walk shop restaur cheesecak factori bubba gump california pizza kitchen would highli recommend stay,0.8834,Positive
"evetithyng its a very good place,everithyng is clean      ",14/09/2018,,evetithyng good placeeverithyng clean,0.6808,Positive
Great rooms near Disney. Staff was very welcoming every time we came into the lobby.      ,14/09/2018,Wine Country,great room near disney staff welcom everi time came lobbi,0.6249,Positive
"Hard to find the check-in drive up, but once there, the lady at the desk was MORE than wonderful! Since I had a long and exasperating day, I forgot to get her name, but I want to thank her for being so kind and helpful!      ",14/09/2018,,hard find checkin drive ladi desk wonder sinc long exasper day forgot get name want thank kind help,0.8176,Positive
Had a restful stay      ,14/09/2018,,rest stay,0.0,Neutral
Staff was friendly and courteous however the Shuttle driver was shining star. He gave me detailed instructions on where to park our car so my elderly mother didn’t have to walk. He met us at the room and got all our bags in there for us. I told him I was dropping off my car to airport that night and he gave me instructions on how to get there. Picked me up from airport and we chatted all the way back to hotel. Like I said ... he was the shining star at the hotel! Room was clean one light didn’t work but overall a great one night stay.       ,13/09/2018,,staff friendli courteou howev shuttl driver shine star gave detail instruct park car elderli mother ’ walk met us room got bag us told drop car airport night gave instruct get pick airport chat way back hotel like said shine star hotel room clean one light ’ work overal great one night stay,0.802,Positive
"Photos made this hotel look very nice, but I felt like we were at a motel :( the tub had cracks and dirt in the corners and the air conditioner unit was extremely loud! It sounded like a plane taking off. Didn’t like that the curtains didn’t fully cover the ground floor windows, so it let a ton of light in, and depending on how they were positioned I could see people walking by outside. On the positive, the airport shuttle was easy and only took a few min to get to the airport.       ",13/09/2018,,photo made hotel look nice felt like motel tub crack dirt corner air condition unit extrem loud sound like plane take ’ like curtain ’ fulli cover ground floor window let ton light depend posit could see peopl walk outsid posit airport shuttl easi took min get airport,0.7845,Positive
Plenty of hot water and water pressure. Our room had a bathtub! The room was clean. The bed was comfortable.       ,13/09/2018,,plenti hot water water pressur room bathtub room clean bed comfort,0.6369,Positive
Fantastic location for sightseeing  Hotel staff were great really accommodating       ,13/09/2018,,fantast locat sightse hotel staff great realli accommod,0.6249,Positive
We had a very comfortable stay. Convenient to restaurant s and public transportation      ,13/09/2018,,comfort stay conveni restaur public transport,0.3612,Positive
"Close to LGA, stores and restaurants nearby, hotel staff was very pleasant, easy to check in and out.      ",13/09/2018,,close lga store restaur nearbi hotel staff pleasant easi check,0.5106,Positive
Great place to stay very nice      ,13/09/2018,,great place stay nice,0.7845,Positive
A very quick weekend trip to Disneyland with the family. We only stayed 2 nights but this hotel is incredibly convenient for Disney goers like ourselves. The staff was INCREDIBLY friendly. Always smiling and offering any assistance needed. Parking underground was a cinch too.      ,13/09/2018,,quick weekend trip disneyland famili stay 2 night hotel incred conveni disney goer like staff incred friendli alway smile offer assist need park underground cinch,0.6124,Positive
"Great hotel, very clean and spacious room. Front desk crew was beyond helpful.      ",13/09/2018,,great hotel clean spaciou room front desk crew beyond help,0.8591,Positive
"This is my Go-To place to stay when traveling to Orlando for work. Staff is friendly, rooms are clean, and I can walk to various places to eat or just have dinner and drinks at the poolside bar ""Gatorville""      ",13/09/2018,"West Portsmouth, Ohio",goto place stay travel orlando work staff friendli room clean walk variou place eat dinner drink poolsid bar gatorvil,0.4019,Positive
Some rooms in need of repair work. Bar staff ok not great. Food good.      ,12/09/2018,,room need repair work bar staff ok great food good,0.8481,Positive
"Beautiful pool in the back with a very nice setting. Good location in San Jose. For an ""airport hotel"" the overall experience was very nice and would go back there for sure on the next trip!! Bonus points: bowling alley / diner right down the street      ",12/09/2018,Michigan,beauti pool back nice set good locat san jose airport hotel overal experi nice would go back sure next trip bonu point bowl alley diner right street,0.8689,Positive
Nice hotel and easy access to freeway and airport.      ,12/09/2018,,nice hotel easi access freeway airport,0.4588,Positive
Nice staffs clean room       ,12/09/2018,,nice staff clean room,0.6705,Positive
"Our trip was great and returning to our room every evening was like coming back to relaxation. Even with issues (stomach), (computer ck in), etc that I had, your staff helped me. And they did it with kindness and a caring smile!! Everyone was great & with restaurant, bar, Happy Hour on the roof. I would definitely recommend!!!      ",12/09/2018,Texas,trip great return room everi even like come back relax even issu stomach comput ck etc staff help kind care smile everyon great restaur bar happi hour roof would definit recommend,0.9796,Positive
"Hotel was quite out of the way from where I needed to go, but handy to the freeway, etc. The freeways are so impacted that it makes travel difficult.  Hotel was clean and room was clean but not well appointed. 2 towels, no frills.       ",12/09/2018,,hotel quit way need go handi freeway etc freeway impact make travel difficult hotel clean room clean well appoint 2 towel frill,0.6597,Positive
This place was terrible considering it was a Wyndham property. The room was the size of a postage stamp with barely enough room for the bed. We had booked for 3 days and a flight cancelation caused us to arrive the next day and even though I called the hotel ahead of time not asking for a refund our room was unavailable when we got there. The next day we get back late at approximately 1:30 in the morning and discover we had no housekeeping done that day. So at 1:30 in the morning we have to go down to the front desk to ask for towels and we were told that housekeeping does not clean the room unless it is requested. According to hotels.com this should have been included with the room as I have never heard of a regular hotel making you request housekeeping service. They had water coolers in the lobby and down stairs outside of the breakfast area that were never filled however you could buy a $2 bottle of water from a vending machine that they keep filled. The location of this hotel was also not very convenient if you are going into the city for tourism. I don't put that on them but it should be noted it's inconvenient      ,12/09/2018,,place terribl consid wyndham properti room size postag stamp bare enough room bed book 3 day flight cancel caus us arriv next day even though call hotel ahead time ask refund room unavail got next day get back late approxim 130 morn discov housekeep done day 130 morn go front desk ask towel told housekeep clean room unless request accord hotelscom includ room never heard regular hotel make request housekeep servic water cooler lobbi stair outsid breakfast area never fill howev could buy 2 bottl water vend machin keep fill locat hotel also conveni go citi tourism dont put note inconveni,0.1779,Positive
"Check in took,a long time, as there was ony one person working at check in time and there was a line out the door.      ",12/09/2018,,check tooka long time oni one person work check time line door,0.0,Neutral
"The bathroom cleanliness left quite a bit to be desired. There’s mold/mildew in the grout and around the lip of the sink/under mount that’s visible in plain sight. Pretty gross. Two of the rings for the shower curtain were ripped and barely holding the curtain up. We stay here on average 10x per year so I’m surprised to see some of this. We still love the hotel and will stay here again, of course, but it makes me wonder how clean things really are.       ",11/09/2018,"Wellington, Florida",bathroom cleanli left quit bit desir ’ moldmildew grout around lip sinkund mount ’ visibl plain sight pretti gross two ring shower curtain rip bare hold curtain stay averag 10x per year ’ surpris see still love hotel stay cours make wonder clean thing realli,0.5859,Positive
"We stay here on average about 10x per year. So we really love the hotel and the amenities. The only thing I’ve noticed over the years is the lack of maintenance and upkeep in the rooms. Mold/mildew in the grout, around the sinks and in the overflow drains. Shower curtains and curtains stained and in disrepair. Yuck.       ",11/09/2018,"Wellington, Florida",stay averag 10x per year realli love hotel amen thing ’ notic year lack mainten upkeep room moldmildew grout around sink overflow drain shower curtain curtain stain disrepair yuck,0.4404,Positive
"Booked a courtyard room with two queen beds, ended up with a room towards the street with two twin beds. The light from the outside made it feel like day time in the room even with the curtains and blinds closed. I could hear the neighbors talking outside all the time. At 2am, people were coming home from the bars and were crazy loud. I even wear ear plugs and could tell you their whole conversation. I stepped out to ask them to move away from my room since we had an early flight. Thankfully they were not confrontational. The air conditioner sounded like a plane taking off everyone it kicked on. I wouldn’t recommended staying here if you actually need to catch sleep.      ",11/09/2018,"Philadelphia, PA",book courtyard room two queen bed end room toward street two twin bed light outsid made feel like day time room even curtain blind close could hear neighbor talk outsid time 2am peopl come home bar crazi loud even wear ear plug could tell whole convers step ask move away room sinc earli flight thank confront air condition sound like plane take everyon kick ’ recommend stay actual need catch sleep,0.6808,Positive
This hotel had been recommended to us by two people so we hadn’t looked at any other hotels. We stayed for 9 nights. The room was not very big but we didn’t spend much time in it. The best part was the location. It is very near Penn station and Madison Square Garden. Lots of places to eat nearby.      ,11/09/2018,England,hotel recommend us two peopl ’ look hotel stay 9 night room big ’ spend much time best part locat near penn station madison squar garden lot place eat nearbi,0.7717,Positive
"Accommodating staff, very kind. Older hotel but sufficient. Great location for city access.      ",11/09/2018,,accommod staff kind older hotel suffici great locat citi access,0.8176,Positive
We really like the hotel just rooms were very small      ,11/09/2018,New York,realli like hotel room small,0.3612,Positive
"I chose this hotel as I had previously stayed there on my last visit over a decade ago and it was exactly as I remembered it. The location is ideal for city sightseeing as its on the corner of 34th and 8th only a block down from Times Square and 3 from the Empire State Building. Penn Station is only about 2 minutes walk from the hotel giving easy access to the subway and train network. The hotel itself is very comfortable its by no means the most up to date hotel but everything was clean it all worked and I was very happy to have this as my base for my 4 night stay, it was also quiet enough for me to be able to sleep and recover from a hard days sightseeing. The staff were all friendly and professional and I have to say if I was to go back I would have no problem staying here again.      ",11/09/2018,England UK,chose hotel previous stay last visit decad ago exactli rememb locat ideal citi sightse corner 34th 8th block time squar 3 empir state build penn station 2 minut walk hotel give easi access subway train network hotel comfort mean date hotel everyth clean work happi base 4 night stay also quiet enough abl sleep recov hard day sightse staff friendli profession say go back would problem stay,0.3818,Positive
"We stayed two separate days at this hotel while on vacation. In both instances, the sink faucet was installed too far from the actual sinks’ edge creating a pool of water on the sink every time one used it. Poor construction.      ",11/09/2018,,stay two separ day hotel vacat instanc sink faucet instal far actual sink ’ edg creat pool water sink everi time one use poor construct,-0.4767,Negative
Comfortable stay and staff was accomadating      ,11/09/2018,,comfort stay staff accomad,0.3612,Positive
"The following people MADE OUR TRIP FANTASTIC DILLON, MS/MRS AMALIA and RAMON. BUT LIKE BIG BUSINESSES I DONT EXPECT YOU WILL NOTIFY THEM OF HOW THEY MAKING YOUR HOTELS REPUTATION GREAT. The rooms were fine, the place was clean, place was great to local scenes NOT MUCH ON CITY VIEW, hotel lobby very nice a 10 rating would recommend again      ",11/09/2018,,follow peopl made trip fantast dillon msmr amalia ramon like big busi dont expect notifi make hotel reput great room fine place clean place great local scene much citi view hotel lobbi nice 10 rate would recommend,0.9612,Positive
Room had no wardrobe and no iron and no safe or deposit box downstairs to store valuables.      ,11/09/2018,Barbados,room wardrob iron safe deposit box downstair store valuabl,0.4404,Positive
Staff was really wonderful. Comfy room.       ,11/09/2018,,staff realli wonder comfi room,0.0,Neutral
Hotel was amazing      ,11/09/2018,,hotel amaz,0.0,Neutral
"Able to park early and check in later , good location , able to ealk to Disneyland .      ",11/09/2018,Utah,abl park earli check later good locat abl ealk disneyland,0.4404,Positive
"Check in was quick, room was nicer than I expected and was very happy but checking out the guy was nowhere to be found and couldn’t find anyone else to help      ",11/09/2018,,check quick room nicer expect happi check guy nowher found ’ find anyon els help,0.6808,Positive
The staff was friendly and helpful. Room service was great. Enjoyed our meals at the restaurant. The location was quiet and peaceful.      ,11/09/2018,"Waco, TX",staff friendli help room servic great enjoy meal restaur locat quiet peac,0.875,Positive
"The atmosphere was amazing. The pool and outdoor restaurant was great. Bed was super comfy as well. The only thing I didn’t like was that the shower/tub floor was peeling. If they renovated their bathroom, it would be an excellent hotel to stay at      ",11/09/2018,"Orlando, Florida",atmospher amaz pool outdoor restaur great bed super comfi well thing ’ like showertub floor peel renov bathroom would excel hotel stay,0.9393,Positive
Great location and lay out. The hotel buildings are a bit outdated and the parking by the Wawa is not favorable late at night.      ,11/09/2018,,great locat lay hotel build bit outdat park wawa favor late night,0.7783,Positive
Very nice staff had a good dinner here  The hotel doesn’t have elevator just as a heads up the gentleman at the front desk was nice enough to let us know at check in      ,10/09/2018,San Jose,nice staff good dinner hotel ’ elev head gentleman front desk nice enough let us know check,0.8176,Positive
It was just OK. A good value considering rates at other properties.      ,10/09/2018,"Newport Beach, CA",ok good valu consid rate properti,0.6249,Positive
It is located right in Times Square. Rooms are a bit small but so are most hotel rooms in NYC      ,10/09/2018,,locat right time squar room bit small hotel room nyc,0.0,Neutral
Great room and customer service. We have stayed before and will again      ,10/09/2018,,great room custom servic stay,0.6249,Positive
We had a great stay in the staff was very courteous !      ,10/09/2018,,great stay staff courteou,0.6249,Positive
The hotel was ok. The room reeked like bleach whixh have me a headaxhe abs the front desk lady was rude when we asked to switch rooms      ,10/09/2018,,hotel ok room reek like bleach whixh headaxh ab front desk ladi rude ask switch room,-0.4019,Negative
"It took too long to check in. A/C is loud. Overall is good, it is clean and my bed was very comfortable.      ",10/09/2018,"San Jose, CA",took long check ac loud overal good clean bed comfort,0.7964,Positive
Jack I a nd Janet at the front desk were very helpful      ,10/09/2018,,jack nd janet front desk help,0.4019,Positive
The room was clean and the continental breakfast 👌      ,10/09/2018,,room clean continent breakfast,0.4019,Positive
Very good location even if the street is not so fine and clean. I suggest to ask for high floors as extremely noisy for traffic and ongoing renewals in nearby building. Rooms and bed very confortable. An add on value are the family rooms which are a very good solution for family with children.      ,10/09/2018,,good locat even street fine clean suggest ask high floor extrem noisi traffic ongo renew nearbi build room bed confort add valu famili room good solut famili children,0.8519,Positive
Nice and comfortable room. Right place to move across N.Y.      ,10/09/2018,"Milan, Italy",nice comfort room right place move across ny,0.6486,Positive
"Concierge and lobby a let down,nowhere to sit and relax.on the plus side the cleaning and housekeeping were excellent.room was adequate,we booked a premium but it was not as well appointed as other hotel rooms in USA we have stayed ar      ",10/09/2018,,concierg lobbi let downnowher sit relaxon plu side clean housekeep excellentroom adequatew book premium well appoint hotel room usa stay ar,0.5859,Positive
"Close to USOPEN tennis.Courteous staff! Eateries close by,as well.      ",10/09/2018,"Houston,Tx",close usopen tenniscourt staff eateri close bya well,0.2732,Positive
"Good value - very clean, OK breakfast - rooms are small but have just enough room for 2 people      ",10/09/2018,Santa fe,good valu clean ok breakfast room small enough room 2 peopl,0.7783,Positive
I was very surprised about this hidden gem. (No fluff) The room was copy and clean. Staff very courteous. Will definitely go back.      ,10/09/2018,St. Louis,surpris hidden gem fluff room copi clean staff courteou definit go back,0.4019,Positive
It’s ok hotel if no other choices in this area      ,10/09/2018,,’ ok hotel choic area,0.296,Positive
"It was a clean room, not too big. No towels in room and have to ask twice for them (first time they only came with one towel). Let others mentioned, parking can be an issue. Morning breakfast was good and it was overall a good stay.       ",10/09/2018,,clean room big towel room ask twice first time came one towel let other mention park issu morn breakfast good overal good stay,0.8176,Positive
"There was no room available for my family. The staff had to scramble to figure out if any rooms were open. They found 2 rooms with one bed each so we had to split up. We all hung out in one room for a while and when we attempted to go to other room, it was locked and someone was asleep inside. We had to go down to the lobby, have them find another room and move to a different floor.      ",10/09/2018,,room avail famili staff scrambl figur room open found 2 room one bed split hung one room attempt go room lock someon asleep insid go lobbi find anoth room move differ floor,0.0,Neutral
Only about 8-10 minutes away from Disneyland! The hotel used to be the Ramada hotel so it can get confusing when getting your confirmation email. The hotel was recently renovated 4 months ago (not the rooms though). The rooms are clean and spacious though! My boyfriend and I were surprised at how nice the hotel was! The staff is super friendly too! Shoutout to Stacey (one of the managers) for being so welcoming! We'll definitely be staying here again next time!      ,10/09/2018,,810 minut away disneyland hotel use ramada hotel get confus get confirm email hotel recent renov 4 month ago room though room clean spaciou though boyfriend surpris nice hotel staff super friendli shoutout stacey one manag welcom well definit stay next time,0.8885,Positive
"Checking in was great location as well, but I could hear what sounded like the AC unit all night even with it turned off. Could not sleep.      ",10/09/2018,,check great locat well could hear sound like ac unit night even turn could sleep,0.8271,Positive
Clean nice rooms. GREAT staff and GREAT location. Close to everything. Walk to food walk to Disney.       ,10/09/2018,,clean nice room great staff great locat close everyth walk food walk disney,0.9287,Positive
Never again looks so nice but that bed is terrible! Not worth paying a resort fee for sure.      ,10/09/2018,,never look nice bed terribl worth pay resort fee sure,0.12,Positive
"Very nice resort, food and atmosphere was great. Will be back soon      ",10/09/2018,,nice resort food atmospher great back soon,0.7845,Positive
There were bugs in my hotel bed. The family scene meant dealing with other people’s kids which is never good. The 2nd floor rooms have some kind of flooring that made the people sound like they were tap dancing as they were walking circles around their room for 45 minutes. Every time the second floor toilet flushes the toilet on the first floor will run and it’s pretty loud. I would NOT waste my money on this metaphorical “pig with lipstick.”      ,10/09/2018,,bug hotel bed famili scene meant deal peopl ’ kid never good 2nd floor room kind floor made peopl sound like tap danc walk circl around room 45 minut everi time second floor toilet flush toilet first floor run ’ pretti loud would wast money metaphor “ pig lipstick ”,0.5414,Positive
"Poor room (broken floor tiles in bathroom, no plug for tub) allocated on arrival and had to request move, moved to another room which was better but very noisy, stayed here twice previously and always had good experience but won’t return!       ",09/09/2018,,poor room broken floor tile bathroom plug tub alloc arriv request move move anoth room better noisi stay twice previous alway good experi ’ return,-0.1027,Negative
"Nice hotel, we had a lovely view over looking Madison Square Garden and the Empire State Building, everything was in walking distance, all the staff were friendly and very helpful, the maids were on the ball every morning keeping the rooms clean with fresh linen a towels everyday, we stayed at this hotel in 2017 so this was our second year in a row that we stayed at the New Yorker and if it was good enough for Muhammad Ali to stay at this hotel then it’s good enough for me!       ",09/09/2018,,nice hotel love view look madison squar garden empir state build everyth walk distanc staff friendli help maid ball everi morn keep room clean fresh linen towel everyday stay hotel 2017 second year row stay new yorker good enough muhammad ali stay hotel ’ good enough,0.9612,Positive
Nice hotel. People friendly. We werent told about the nightly tax charged at the end of the stay and you have to pay the hotel to store your luggage if your flight is late like ours was. Thought this was a bit much after we had stayed there for 5 nights.      ,09/09/2018,,nice hotel peopl friendli werent told nightli tax charg end stay pay hotel store luggag flight late like thought bit much stay 5 night,0.5994,Positive
The location being very close to Empire State and Times Square  The old ambience of the room bothered me slightly      ,09/09/2018,Mhow India,locat close empir state time squar old ambienc room bother slightli,-0.34,Negative
"Nice spacious room and furniture.  Only issues were, 1. needs more electrical outlets, 2. has soap dispensers in the shower that are apparently no longer filled by maids. It's a problem when you find out they are empty when standing under the shower. If they weren't there, you'd know to bring soap and shampoo ahead of time. Either maintain or remove.      ",09/09/2018,Seattle,nice spaciou room furnitur issu 1 need electr outlet 2 soap dispens shower appar longer fill maid problem find empti stand shower werent youd know bring soap shampoo ahead time either maintain remov,0.0258,Neutral
Staff was friendly and accommodating and there suggesting were appreciated      ,09/09/2018,San Jose,staff friendli accommod suggest appreci,0.0,Neutral
It was the smallest room I ever stayed in. I will never stay thete again.      ,09/09/2018,,smallest room ever stay never stay thete,0.0,Neutral
"good hotel, I booked earlier and got a good price.      ",09/09/2018,,good hotel book earlier got good price,0.7003,Positive
"The room was a good size to spend the night we needed, but the problem was that the room had a very high humidity humidity. the air conditioning could not keep the room nice.      ",09/09/2018,tampa,room good size spend night need problem room high humid humid air condit could keep room nice,0.4588,Positive
